name,author,price,words,description,date,language,category
Gemini The New Astrology – Chinese and Western Zodiac Signs: The New Astrology by Sun Sign,Suzanne White,2.99,21290.0,"GEMINI THE DESCRIPTION OF YOUR SIGN WITH ALL CHINESE SIGNS WILL ASTOUND YOU. A GEMINI/DOG IS FAR MORE AGGRESSIVE THAN A STRONG-MINDED GEMINI/DRAGON. FIND OUT EVERYTHING YOU NEED TO KNOW ABOUT YOURSELF, YOUR FRIENDS, YOUR FAMILY - AND EVEN ABOUT YOUR DARKEST ENEMIES. GEMINI In this new series, Suzanne White cleverly combines your individual western sign with your Chinese Animal sign to describe...",2019.0,English.,» Astrology / eastern
Aries The New Astrology – Chinese and Western Zodiac Signs: The New Astrology by Sun Sign,Suzanne White,2.99,20820.0,"SUZANNE WHITE'S NEW ASTROLOGY™ BY SUN SIGN SERIES BOOK ONE - ARIES. It's astounding! An Aries born in a Dragon year does not have the same basic character as an Aries/Dog or Aries/Rooster. ARIES is the first of the twelve Western signs. We all know Aries as the Soldier of the western Zodiac. And even though it comes first, Aries is often thought of as the baby of the family. Aries respond to...",2019.0,English.,» I ching
Travels and Tribulations,Tyrel Nelson,2.99,320.0,"In the spring of 2020, Tyrel Nelson lost his mother. And he lost his job in the summer. Isolated by the pandemic and hamstrung by agony, he felt forgotten by the world as it marched on. Unhappy, uneasy, and unemployed, he began picking himself up by putting down his thoughts on a yellow legal pad. Battling through his bereavement on paper proved to be cathartic. But he needed more – a writing...",2022.0,English.,» Essays & Travelogues
The Legend of the Grey Man of Pawleys Island,Christine Vernon,2.99,29960.0,"In the South Strand area along the coast of South Carolina, there is a ghostly legend of a Grey Man who appears to locals and vistors to warn of impending hurricanes. The first sighting of Grey Man occurred in 1822 on the beach of a small community named Pawleys Island. A young man named Will falls in love with his cousin, Rachel during the Revolutionary War period. Their love is dissolved by...",2023.0,English.,» General
Gambling Lion,Antoinette George,2.99,109510.0,"Nicholas de Bresancourt, a French aristocrat who had escaped the Revolution and grown up in England, was happy to fight against Napoleon, working undercover as a British military spy. Charming, good looking, he was a lover of many women, but saddled with a wife he neither loved nor wanted. And then there was the dangerous French agent who was obsessed with destroying Nicky and his adoptive family.",2021.0,English.,» Military
The Elusive Smuggler,Antoinette George,2.99,113370.0,"Compelling romance and swashbuckling thrills. Behind The Shadow: The dramatic and gripping story of one man with two lives and the woman he craves, but cannot have. He was the handsome aristocrat and charismatic adventurer who created a dynasty and she was the feisty, unconventional woman he loved. He was English and she was French, two strong-willed people determined never to give in to each...",2020.0,English.,» Family sagas
The Determined Duchess,Antoinette George,2.99,119400.0,"Compelling romance and swashbuckling thrills. Behind The Shadow: The dramatic and gripping story of one man with two lives and the woman he craves, but cannot have… He was the handsome aristocrat and charismatic adventurer who created a dynasty and she was the feisty, unconventional woman he loved. He was English and she was French, two strong-willed people determined never to give in to each...",2020.0,English.,» Family sagas
An Unusual Courtship,Antoinette George,2.99,110430.0,"Compelling romance and swashbuckling thrills. Behind The Shadow: The dramatic and gripping story of one man with two lives and the woman he craves, but cannot have… He was the handsome aristocrat and charismatic adventurer who created a dynasty and she was the feisty, unconventional woman he loved. He was English and she was French, two strong-willed people determined never to give in to each...",2020.0,English.,» Family sagas
Undercover Lion,Antoinette George,2.99,120580.0,"Soldier and secret agent during the latter part of the Napoleonic wars and present at the epic Battle of Waterloo in 1815; good looking, charismatic and lover of many women, but saddled with a wife he neither loved nor wanted. Nicholas de Bresancourt, Duc de Valenciennes, was a complex man of many talents, but also a tormented one. Memories of his horrific experiences as a small boy in France...",2021.0,English.,» Military
The Dangerous Harlot,Antoinette George,2.99,142720.0,"Compelling romance and swashbuckling thrills. Behind The Shadow: The dramatic and gripping story of one man with two lives and the woman he craves, but cannot have… He was the handsome aristocrat and charismatic adventurer who created a dynasty and she was the feisty, unconventional woman he loved. He was English and she was French, two strong-willed people determined never to give in to each...",2020.0,English.,» Family sagas
Libra The New Astrology – Chinese and Western Zodiac Signs: The New Astrology by Sun,Suzanne White,2.99,18160.0,"No other sign of the occidental horoscope system (except at times the Capricorn) has such a well-developed sense of what is proper and meet in any situation. The Virgo is clear-thinking and almost never misses the mark. Virgo is logical, analytical and keeps a cool head. BOOK SEVEN - LIBRA In this new series, Suzanne White cleverly combines individual Sun signs with Chinese Animal signs to...",2019.0,English.,» Astrology / eastern
Leo The New Astrology – Chinese and Western Zodiac Signs: The New Astrology by Sun Sign,Suzanne White,2.99,21150.0,"THE PERFECT BIRTHDAY GIFT! LEO - YOUR WESTERN SUN SIGN COMBINED WITH YOUR CHINESE ANIMAL SIGN WILL ASTOUND YOU. THIS BOOK IS AN INGENIOUS BLEND OF LEO WITH ALL 12 CHINESE ASTROLOGY SIGNS. FIND OUT MORE ABOUT YOUR OWN NEW ASTROLOGY SIGN AND THOSE OF YOUR LOVERS, FRIENDS, FAMILY AND ENEMIES. In this new series, Suzanne White cleverly combines your Sun sign with your Chinese Animal sign to...",2019.0,English.,» Astrology / eastern
Cancer The New Astrology – Chinese and Western Zodiac Signs: The New Astrology by Sun,Suzanne White,2.99,21940.0,"CANCER - YOUR WESTERN SUN SIGN COMBINED WITH YOUR CHINESE ANIMAL SIGN WILL ASTOUND YOU. THIS BOOK IS AN INGENIOUS BLEND OF CANCER WITH ALL 12 CHINESE ASTROLOGY SIGNS. FIND OUT MORE ABOUT YOUR OWN NEW ASTROLOGY SIGN AND THOSE OF YOUR LOVERS, FRIENDS, FAMILY AND ENEMIES. CANCER - Emotion is the pitfall of Cancer people. As changeable as their ruler, the Moon, these subjects may shift in minutes...",2019.0,English.,» Astrology / eastern
Aquarius The New Astrology - Chinese and Western Zodiac Signs,Suzanne White,2.99,18790.0,"A Savvy Blend of your Sun Sign with your Chinese Animal Sign. An Aquarius/Dog is not like an Aquarius Rat or Dragon. The New Astrology™ is the creation of world-renowned best-selling author, Suzanne White, who has come up with a revolutionary way of looking at character by blending the signs of both cultures. You will learn a lot about yourself and even more about those you know - or think you...",2017.0,English.,» Astrology / eastern
Gemini The New Astrology – Chinese and Western Zodiac Signs: The New Astrology by Sun Sign,Suzanne White,2.99,21290.0,"GEMINI THE DESCRIPTION OF YOUR SIGN WITH ALL CHINESE SIGNS WILL ASTOUND YOU. A GEMINI/DOG IS FAR MORE AGGRESSIVE THAN A STRONG-MINDED GEMINI/DRAGON. FIND OUT EVERYTHING YOU NEED TO KNOW ABOUT YOURSELF, YOUR FRIENDS, YOUR FAMILY - AND EVEN ABOUT YOUR DARKEST ENEMIES. GEMINI In this new series, Suzanne White cleverly combines your individual western sign with your Chinese Animal sign to describe...",2019.0,English.,» Astrology / eastern
Aries The New Astrology – Chinese and Western Zodiac Signs: The New Astrology by Sun Sign,Suzanne White,2.99,20820.0,"SUZANNE WHITE'S NEW ASTROLOGY™ BY SUN SIGN SERIES BOOK ONE - ARIES. It's astounding! An Aries born in a Dragon year does not have the same basic character as an Aries/Dog or Aries/Rooster. ARIES is the first of the twelve Western signs. We all know Aries as the Soldier of the western Zodiac. And even though it comes first, Aries is often thought of as the baby of the family. Aries respond to...",2019.0,English.,» I ching
Travels and Tribulations,Tyrel Nelson,2.99,320.0,"In the spring of 2020, Tyrel Nelson lost his mother. And he lost his job in the summer. Isolated by the pandemic and hamstrung by agony, he felt forgotten by the world as it marched on. Unhappy, uneasy, and unemployed, he began picking himself up by putting down his thoughts on a yellow legal pad. Battling through his bereavement on paper proved to be cathartic. But he needed more – a writing...",2022.0,English.,» Essays & Travelogues
A Glorious Divine Journey,Riaan Engelbrecht,3.0,58680.0,"This series started 20 years ago with 'Crossroads to Freedom', which was written at the time to help believers, young and mature, to appreciate the greatness, the goodness, the majesty and the love of Christ. For we are all on a spiritual journey, one where we choose daily to either follow the Lord or follow our path.A Glorious Divine Journey Vol 4 is part of the three additional works that...",2021.0,English.,» Christian Life / Personal Growth
A Glorious Divine Journey,Riaan Engelbrecht,3.0,58680.0,"This series started 20 years ago with 'Crossroads to Freedom', which was written at the time to help believers, young and mature, to appreciate the greatness, the goodness, the majesty and the love of Christ. For we are all on a spiritual journey, one where we choose daily to either follow the Lord or follow our path.A Glorious Divine Journey Vol 4 is part of the three additional works that...",2021.0,English.,» Christian Life / Personal Growth
Un baiser sous le gui,Virginie T.,3.15,49460.0,"Connard! Voilà ce que je pense de Mathieu. Pourtant, tout avait si bien commencé. Une fête, l'annonce de la grossesse de ma jumelle et un slow à me faire battre le cœur plus vite. Puis tout est parti en cacahuète. Le pire dans cette histoire? Ma sœur à embaucher Mathieu dans notre société. Avec la chance que j'ai, il va bien réussir à gâcher mon Noël!",2022.0,French.,» General
"Üç Büyük Düşman: Nefis, Şeytan, Kötü Arkadaş -Tuzakları ve Kurtuluş Yolları-",Hasan Şahin,3.4,18860.0,"Nefis, şeytan ve kötü arkadaşların komplolarını, pusularını, şüphelerini ve tuzaklarını, onların kötülüklerinden nasıl uzak kalınacağını canlı örneklerle yaşayan ve anlatan Peygamberin (sas) hayatından çıkarsamalarla ortaya konulmuş bir başucu kitabı! Yazar Hasan Şahin'in Nordic Publishing'de çıkan 8. kitabı, yayınevinin 100 kitabı sizlerle. Faydalı okumalar...",2023.0,Turkish.,» Prayerbooks / Islamic
Starlight,Niall Teasdale,3.49,43760.0,"Thousands of years ago, the Romar ruled the world. Then their god’s constellation vanished from the sky, their empire fell, and most of the Romar became slaves. Eighteen years ago, Rom’s constellation reappeared, and on that night, a girl was born.",2023.0,BritishEnglish.,» Epic
Masters of Terror 2020,Steve Hutchison,3.9,58690.0,"This book contains the synopses and reviews of the darkest movies in the filmography of ten legendary masters of terror: Stephen King, Wes Craven, Clive Barker, John Carpenter, George A. Romero, Tobe Hooper, Charles Band, Brian Yuzna, Lloyd Kaufman, and Stuart Gordon. The movies are ranked.",2023.0,English.,» Film & video / guides & reviews
Aquila – Can Silvanus Escape That God?,Vince Rockston,3.95,96640.0,"Plunge into an unfamiliar era Fearful stone gods served by lewd priestesses. Piracy. Treachery and Love. Wars and rumours of wars. And the constant struggle to survive. Silvanus is a young lad intent on becoming a man. When his God Aquila smiles on him, Silvanus finds a cave of precious gems. His dreams of buying a boat and fleeing his island home are that much closer! Instead, a series of...",2018.0,English.,» General
Aquila – Can Silvanus Escape That God?,Vince Rockston,3.95,96640.0,"Plunge into an unfamiliar era Fearful stone gods served by lewd priestesses. Piracy. Treachery and Love. Wars and rumours of wars. And the constant struggle to survive. Silvanus is a young lad intent on becoming a man. When his God Aquila smiles on him, Silvanus finds a cave of precious gems. His dreams of buying a boat and fleeing his island home are that much closer! Instead, a series of...",2018.0,English.,» General
Unmitigated Gaul - My Lifetime in Paris,Suzanne White,3.99,66020.0,"UNMITIGATEGD GAUL - My LIFETIME IN PARIS is Suzanne White's outrageously funny, brave memoir. Unmitigated Gaul is the first volume of Suzanne's multi-book, autobiographical series. After university, Suzanne escapes from one-horse Buffalo, New York and moves to elegant, sexy sixties Paris, hoping to meet Prince Charming. Throughout, Suzanne White treats the reader to tales of her innocent...",2017.0,English.,» Personal memoir
The Joy of Letting Go: Find Happiness and Satisfaction Through Releasing Expectations,Rohit,3.99,14440.0,"The Joy of Letting Go: Find Happiness and Satisfaction Through Releasing Expectations Do you feel like you are constantly under pressure to meet expectations and achieve goals? Do you feel like life is one big race, and it's never-ending? If so, it's time to take a break and explore the joy of letting go. The Joy of Letting Go: How to Find Happiness and Satisfaction Through Releasing The...",2023.0,English.,» Dreams
Perser Katt,Fynn Hansen,3.99,20660.0,"Balansert skjønnhet i en frodig pels - Perserkatten. Ikke alle katter med langt hår er persere. Dette pleide å være annerledes, fordi i begynnelsen krysset oppdrettere langhårede katter, det spilte ingen rolle hvilken opprinnelse kattene hadde. Den moderne perserkatten kjennetegnes ikke bare av lang pels, men også av korte ben og et flatt ansikt. Ettersom den korte nesen fører til ulike...",2023.0,Norwegian.,» Animals / Big Cats
WAEC Literature African Poetry Summary & Analysis,Ralph Nyadzi,3.99,19720.0,"This book, WAEC Literature African Poetry Summary & Analysis contains summaries and analyses of six poems from some of the best African poets. The poems covered include Black Woman, The Grieved Lands, The Leader and the Led and Raider of the Treasure Trove. The others are The Song of the Women of My Land and A Government Driver on His Retirement. The study notes cover such areas as subject...",2023.0,English.,» Study guides -- Book Notes
Attrayant,Tina Folsom,3.99,54780.0,"Tara Pierpont ne supporte plus que ses parents se mêlent de sa vie privée et la harcèlent pour qu'elle épouse un homme riche, comme l'a fait sa sœur. Elle décide qu'il est temps pour elle de se rebeller. L'occasion se présente alors sous la forme d'un beau serveur, lors d'une soirée très privée dans les Hamptons. Pendant la réception organisée par les parents d'un de ses amis pour leur...",2023.0,French.,» Billionaires
Russisk Blå Katt,Fynn Hansen,3.99,19690.0,"Sensitive skjønnheter - De russiske blå kattene Det som ser ut til å være et moderne avlseksperiment, er i virkeligheten en historisk bevist naturlig utvikling. Det finnes bevis for at det fantes blåkatter i Nord-Europa så tidlig som på 700-tallet. Sjøfolk laget hansker og kapper av pelsen, som har overlevd frem til i dag. Mer gledelig for kattene var at deres tilstedeværelse ved aristokratiske...",2023.0,Norwegian.,» Animals / Big Cats
Torride,Tina Folsom,3.99,61060.0,"Au mariage de son ami Daniel, Paul Gilbert fait la connaissance de Holly Foster et tombe immédiatement sous son charme. Après avoir passé une nuit incroyable dans ses bras, il découvre que Holly est une escort-girl professionnelle. Se sentant trahi, il la repousse. Quelque temps plus tard, alors que sa famille fortunée fait pression sur lui pour qu'il épouse une riche héritière qui le laisse...",2023.0,French.,» Romance
Ace on the Run,Tina Folsom,3.99,46610.0,"Motorcycle mechanic and biker Scott Thompson isn't the laid-back loner he makes everybody believe. Three years ago he was known as Ace, and belonged to an elite group of agents in a top secret CIA program. However, the preternatural ability that made him an invaluable asset to the government could now become his downfall, for he has to resist acting upon his premonitions, or risk exposing...",2023.0,English.,» General
The Twisted Dead,Darcy Coates,3.99,81380.0,"Keira must decide if she should use her ability to contact ghosts to help the man who once tried to kill her. Hunted and haunted, all she wants is to put her mysterious past behind her and move forward with her new friends as Blighty Graveyard's groundskeeper. But then she receives an invitation to dinner at the local recluse's crumbling ancestral estate. The mansion is steeped in history that...",2023.0,English.,» Supernatural
Wolf of Bones,Amelia Shaw,3.99,48700.0,"Galen struggles with the death of his father while Talia discovers more about her demon wolf shifter bloodline, but their connection is tested in a new and dangerous manner. When the couple travel to the Arctic Circle on the trail of Talia's family, they don't expect to encounter the evil Bone Clan who worship their demon master. In the land of ice and snow, Talia faces her greatest challenge...",2023.0,English.,» Shifters
Miracles of Admiration,Sayra Wo,3.99,8290.0,"This book is your new best friend - one that you'll want to keep close at all times and refer to again and again throughout your life. I promise you this is the book like no others.Inside ""Miracles of Admiration"", you'll find a 21-day program that is designed to help you achieve your relationship goals, no matter what your current situation may be.",2022.0,English.,» Marriage
Discrète Morsure,Tina Folsom,3.99,31580.0,"Oliver, vampire novice, et Ursula, la femme qu'il a sauvée d'un bordel pratiquant le commerce de sang, se marient enfin. Mais avec l'arrivée des parents d'Ursula, des Chinois vieux-jeu, pour le mariage traditionnel, le chaos éclate rapidement, Oliver étant toujours sur le point de révéler accidentellement à ses futurs beaux-parents que sa famille élargie de Scanguards et lui sont des vampires...",2023.0,French.,» Witches
Sibir Katt,Fynn Hansen,3.99,21450.0,"Den sibirske katten - en rasekatt med fortryllende naturlighet De russiske kattene er beviselig forfedrene til perserkattene. Rasen har imidlertid ikke blitt avlet, og derfor er de sibirske kattene fortsatt like originale som sine forfedre i gatene i St. I boken vil du ikke bare lære alt viktig om å holde katten, men også mye om dens historie. Tross alt er dette sannsynligvis den eneste...",2023.0,Norwegian.,» Animals / Big Cats
Britisk Korthårs Katt,Fynn Hansen,3.99,16300.0,"LIVET MED EN BRITISH SHORTHAIR (Britisk korthårskatt) - HVA KATTEN TRENGER FOR Å BLI LYKKELIG Det umiskjennelige trekket ved Britisk korthårskatt er små avrundede ører på et rundt ansikt med store uttrykksfulle øyne. Dette gir kattene et barnslig utseende. De minner nesten om en bamse. Dette samsvarer med dyrenes vennlige natur, som danner et nært bånd til eieren. I motsetning til andre katter...",2023.0,Norwegian.,» Animals / Big Cats
Sphynx Katt,Fynn Hansen,3.99,17280.0,"Elskelige misfostre av naturen - Sphynx-kattene Det er knapt en katterase som det er flere fordommer om enn om nakenkatter. For mange mennesker er de uheldige skapninger av en misforstått oppdretters ambisjoner. I virkeligheten produserer naturen nakne katter igjen og igjen, som til og med kan klare seg som utekatter. Det finnes også flere raser som kalles Sphynx-katter som ikke har noe...",2023.0,Norwegian.,» Animals / Big Cats
Passionné,Tina Folsom,3.99,53430.0,"Rochelle Wright est enquêtrice au sein de la Commission des Opérations de Bourse et ne vit que pour son travail. Mais, parfois, elle a besoin de se défouler. Elle passe alors la nuit avec un charmant inconnu qu'elle pense ne jamais revoir. Le magnat des affaires, Zach Ivers, est beau, célibataire et récolte un certain succès. Mais tout son monde se voit bouleversé lorsque la COB enquête...",2023.0,French.,» Billionaires
Attirant,Tina Folsom,3.99,54280.0,"Attirant est la suite de Séduisant, une romance contemporaine sensuelle. Après des débuts tumultueux dans sa relation avec Daniel, Sabrina part s'installer avec lui à New York, laissant derrière elle sa vie à San Francisco. Mais tout n'est pas rose pour le couple fraîchement établi, qui se connaît depuis à peine deux semaines et cherche encore ses marques dans cette nouvelle vie commune. D...",2023.0,French.,» Billionaires
Mabel,Victoria L. Szulc,3.99,13220.0,"Will, a lonely vampire, meets an equally lonely older woman, Mabel, a feisty farmer with a weak heart, while passing through Kansas at the end of the Great Depression. This is a bittersweet chapter in Will's story as he questions his purpose in life. Will he stay with Mabel, or will his worldly ways pull him back to the East coast and the big cities in search of fresh blood?",2023.0,English.,» Vampires
Fox in plain Sight,Tina Folsom,3.99,43290.0,"Nicholas ""Fox"" Young, brilliant computer programmer and ex-Stargate Program operative in hiding, is close to his goal of accessing information, which could bring him one step closer to finding his fellow Stargate agents and shedding light on the recurring nightmarish premonition that haunts his dreams. But the online cat-and-mouse game he's been playing with ex-hacker and now CIA-contractor...",2023.0,English.,» General
Envoûtant,Tina Folsom,3.99,53830.0,"Pour Sabrina et Daniel, la route qui mène au bonheur a été longue, sensuelle et semée d'embûches. Mais enfin, ils se marient ! Ils décident de se dire oui dans un cadre romantique et idyllique, sur une plage des Hamptons. Cependant, leur mariage de rêve et leur avenir radieux se retrouvent soudain menacés lorsqu'un article de journal révèle que Sabrina est une ancienne escort-girl. Précédemment...",2023.0,French.,» Billionaires
The Coded World,A.R. Knight,3.99,84190.0,"Gamma fought to save humanity. Now he’s having second thoughts. Dive into The Coded World, the thrilling conclusion to the far future action adventure trilogy The Far Horizons. A science fiction series delving into the dangerous dance between humans and their grand designs, The Far Horizons is a fast-paced trip you haven’t taken before.",2023.0,English.,» High tech
Murder at the Moonshine Inn,Maggie King,3.99,77840.0,"When high-powered executive Roxanne Howard dies in a pool of blood outside the Moonshine Inn, Richmond, Virginia's premier redneck bar, the victim's sister enlists Hazel Rose to ferret out the killer. At first Hazel balks--she's a romance writer, not a detective. But Brad Jones, Rox's husband, is the prime suspect. He's also Hazel's cousin, and Hazel believes in doing anything to help family...",2020.0,English.,» Amateur sleuth
Laughing Can Kill You,Maggie King,3.99,80160.0,"He who laughs last, laughs longest. Unless he's dead. When romance author Hazel Rose is dropped by her publisher, she sees herself heading down a path strewn with has-been authors. While disappointed, Hazel won't give up without a fight—she signs up for a mystery-writing class, thinking that crime fiction will jumpstart her career. But what's a mystery-writing class without a mystery? So when...",2021.0,English.,» Amateur sleuth
Miracles of Admiration,Sayra Wo,3.99,8290.0,"This book is your new best friend - one that you'll want to keep close at all times and refer to again and again throughout your life. I promise you this is the book like no others.Inside ""Miracles of Admiration"", you'll find a 21-day program that is designed to help you achieve your relationship goals, no matter what your current situation may be.",2022.0,English.,» Marriage
The Coded World,A.R. Knight,3.99,84190.0,"Gamma fought to save humanity. Now he’s having second thoughts. Dive into The Coded World, the thrilling conclusion to the far future action adventure trilogy The Far Horizons. A science fiction series delving into the dangerous dance between humans and their grand designs, The Far Horizons is a fast-paced trip you haven’t taken before.",2023.0,English.,» High tech
Murder at the Moonshine Inn,Maggie King,3.99,77840.0,"When high-powered executive Roxanne Howard dies in a pool of blood outside the Moonshine Inn, Richmond, Virginia's premier redneck bar, the victim's sister enlists Hazel Rose to ferret out the killer. At first Hazel balks--she's a romance writer, not a detective. But Brad Jones, Rox's husband, is the prime suspect. He's also Hazel's cousin, and Hazel believes in doing anything to help family...",2020.0,English.,» Amateur sleuth
Laughing Can Kill You,Maggie King,3.99,80160.0,"He who laughs last, laughs longest. Unless he's dead. When romance author Hazel Rose is dropped by her publisher, she sees herself heading down a path strewn with has-been authors. While disappointed, Hazel won't give up without a fight—she signs up for a mystery-writing class, thinking that crime fiction will jumpstart her career. But what's a mystery-writing class without a mystery? So when...",2021.0,English.,» Amateur sleuth
Miracles of Admiration,Sayra Wo,3.99,8290.0,"This book is your new best friend - one that you'll want to keep close at all times and refer to again and again throughout your life. I promise you this is the book like no others.Inside ""Miracles of Admiration"", you'll find a 21-day program that is designed to help you achieve your relationship goals, no matter what your current situation may be.",2022.0,English.,» Marriage
Bastion of Divine Truth,Riaan Engelbrecht,4.0,76630.0,"Mankind stands at a most critical time. A deserted bell rings over a deserted field. It is a hollow sound, eerie, almost foreboding. It is the bell that one hears in the wake of death or at that very moment of impending doom and danger. It is the toll that brings a chill to one's bones. For when that forlorn watchman on a fortress wall hears that bell through misty currents, and it is like a...",2021.0,English.,» Christian Ministry / Preaching
A Life of Vision,Riaan Engelbrecht,4.0,65710.0,"At the moment of spiritual surrender unto God, visibility of physical sight and senses surrenders unto eternal and everlasting spiritual vision for unto that moment the eyes of faith open and the sight of flesh ceases in perception and knowledge and understanding. By that spiritual awakening and rebirth of vision, as we yield to the powerful and glorious work of the Holy Spirit, our journey...",2021.0,English.,» Christian Ministry / Preaching
A Dangerous Church Vol 1: Faith in a Mighty God,Riaan Engelbrecht,4.0,80170.0,"The two volumes of work on A Dangerous Church explore the call of God for the Church to take up her rightful identity as being a light-bearer, a carrier of God's glory, the deliverer of God's message of hope and the guardian of God's Gospel here on earth. As a church, we are supposed to be dangerous to the kingdom of darkness, to lies, deception, spiritual corruption and chaos. We are dangerous...",2021.0,English.,» Christian Ministry / General
Evangelism: A Study Guide,Riaan Engelbrecht,4.0,32920.0,"Evangelism has been discussed over and over, yet it still seems many Christians are not engaging in evangelism. It seems some think they are not called to evangelise, or not equipped or not trained. The truth is, if we follow Jesus, then we are called to evangelise, which is nothing more than telling someone about Jesus. From the outset, evangelism is the work and duty of EVERY believer, thus...",2021.0,English.,» Christian Ministry / Preaching
Abiding in the Fullness of God,Riaan Engelbrecht,4.0,77150.0,"In our pursuit of God, it is once again time to go up the 'mountain' of the Lord, arising from the valley of carnality, for we can no longer pretend everything is fine. We can no longer pretend we are living in the glory and Truth of God. For there is a light that shines over yonder beyond the gate and beyond the valley, beyond the line of the trees where the waters reach to the mountain, for...",2021.0,English.,» Christian Ministry / Preaching
A Dangerous Church Vol 2: Abiding in the Power of God,Riaan Engelbrecht,4.0,74370.0,"The two volumes of work on A Dangerous Church explore the call of God for the Church to take up her rightful identity as being a light-bearer, a carrier of God's glory, the deliverer of God's message of hope and the guardian of God's Gospel here on earth. As a church, we are supposed to be dangerous to the kingdom of darkness, to lies, deception, spiritual corruption and chaos. We are dangerous...",2021.0,English.,» Christian Ministry / General
Evangelism: A Study Guide,Riaan Engelbrecht,4.0,32920.0,"Evangelism has been discussed over and over, yet it still seems many Christians are not engaging in evangelism. It seems some think they are not called to evangelise, or not equipped or not trained. The truth is, if we follow Jesus, then we are called to evangelise, which is nothing more than telling someone about Jesus. From the outset, evangelism is the work and duty of EVERY believer, thus...",2021.0,English.,» Christian Ministry / Preaching
Abiding in the Fullness of God,Riaan Engelbrecht,4.0,77150.0,"In our pursuit of God, it is once again time to go up the 'mountain' of the Lord, arising from the valley of carnality, for we can no longer pretend everything is fine. We can no longer pretend we are living in the glory and Truth of God. For there is a light that shines over yonder beyond the gate and beyond the valley, beyond the line of the trees where the waters reach to the mountain, for...",2021.0,English.,» Christian Ministry / Preaching
A Dangerous Church Vol 2: Abiding in the Power of God,Riaan Engelbrecht,4.0,74370.0,"The two volumes of work on A Dangerous Church explore the call of God for the Church to take up her rightful identity as being a light-bearer, a carrier of God's glory, the deliverer of God's message of hope and the guardian of God's Gospel here on earth. As a church, we are supposed to be dangerous to the kingdom of darkness, to lies, deception, spiritual corruption and chaos. We are dangerous...",2021.0,English.,» Christian Ministry / General
Gerald's War,Nigel Davies-Williams,4.18,154740.0,"Gerald is 'Missing Feared Killed!' Would he ever get home now he'd lost his lucky mascot, but did he even want to? Gerald Davies, the eponymous hero of the book has a difficult childhood. His mother, suffering from epilepsy, is forced into an asylum by his father who has taken up with a woman half his age. Unknown to Gerald, the person he knows as his aunt is his real mother. It's 1936 and to...",2022.0,English.,» Military / World War II
Gerald's War,Nigel Davies-Williams,4.18,154740.0,"Gerald is 'Missing Feared Killed!' Would he ever get home now he'd lost his lucky mascot, but did he even want to? Gerald Davies, the eponymous hero of the book has a difficult childhood. His mother, suffering from epilepsy, is forced into an asylum by his father who has taken up with a woman half his age. Unknown to Gerald, the person he knows as his aunt is his real mother. It's 1936 and to...",2022.0,English.,» Military / World War II
Gerald's War,Nigel Davies-Williams,4.18,154740.0,"Gerald is 'Missing Feared Killed!' Would he ever get home now he'd lost his lucky mascot, but did he even want to? Gerald Davies, the eponymous hero of the book has a difficult childhood. His mother, suffering from epilepsy, is forced into an asylum by his father who has taken up with a woman half his age. Unknown to Gerald, the person he knows as his aunt is his real mother. It's 1936 and to...",2022.0,English.,» Military / World War II
No Way  Back,W H Hilton,4.99,78570.0,"No Way Back How to commit the perfect murder. Alicia Thornton is an attractive 21 year old interior designer who works for 'Spanner 'n' All', a DIY store in the city of Benallwyn, North Wales. She is very skilled at her job, and doesn't suffer fools, period. After a visit to her granddad, who was still mourning the loss of his wife, Ali's grandmother, Alwen, during a fire at the Ferodino...",2023.0,English.,» Action & suspense
Writing Is Murder,Cathryn Grant,4.99,62310.0,"Are you dreaming of becoming a published author?Do you fear the stigma of self-publishing? Are you self-published but feel discouraged? In this candid exposition, Cathryn Grant shares her story on the road to becoming a self-published author.",2023.0,English.,» Composition & creative writing
Dire's Club,Kimberly Packard,4.99,94360.0,"Dying isn't just hard on the ones left behind, the regret of unfinished lives weighs heavily on the terminally ill. That's where Dire's Club steps in, a specialty travel agency that takes a small group of dying people on one final adventure—so they can be free of guilt, be more than a diagnosis, and find a way to confront life…and death. Life Coach Charlotte Claybrooke built a successful second...",2021.0,English.,» Chick lit
Hooverville,Kayla Joy,4.99,78280.0,"Set during the Great Depression, Hooverville tells the story of a wealthy aristocrat, a poor shoeshiner, and the romance that blossomed in the harshest conditions. Based on a true story.",2021.0,English.,» 20th Century
Gingersnap,Daniel Swenson,4.99,32790.0,"Conner believes dragons are real, and they love to eat redheaded children because they taste like gingersnap cookies. He is teased and bullied because of course dragons aren't real. If that is true, why is one hunting him? Will he become a dragon snack?",2023.0,English.,» Paranormal
Love So Sweet Collection - 5 Stories of Sweet Love and Delicious Dessert,Steena Marie Holmes,4.99,102880.0,"Welcome to my world of chocolate, mountains, romance, and wanderlust. The Love So Sweet series captures all the things I love the most: like second chances, believing in oneself, delicious chocolate and baked pastries, and of course…sweet romance that stands the test of time. INCLUDED in this collection are the following 5 stories: SWEET MEMORIES: Happily-ever-after only happens once in a...",2023.0,English.,» Collections & Anthologies
